@relation release1

@attribute LOC numeric
@attribute Age numeric
@attribute CHG numeric
@attribute MAX_CHG numeric
@attribute AVG_CHG numeric
@attribute 'Bug Fixed' numeric
@attribute NAuth numeric
@attribute 'Number of Commit' numeric
@attribute 'LOC Added' numeric
@attribute 'AVG_LOC Added' numeric
@attribute 'MAX_LOC Added' numeric
@attribute Buggy {false,true}

@data
0,547,207,171,63,0,0,0,0,7120,267.7103,false
302,547,207,207,52,0,3,27,604,7120,267.7103,false
0,547,207,207,138,0,0,0,0,7120,267.7103,false
0,547,207,207,155,0,0,0,0,7120,267.7103,false
0,547,207,207,165,0,0,0,0,7120,267.7103,false
0,547,207,207,172,0,0,0,0,7120,267.7103,false
0,547,207,207,177,0,0,0,0,7120,267.7103,false
0,547,207,207,181,0,0,0,0,7120,267.7103,false
0,547,207,207,184,0,0,0,0,7120,267.7103,false
0,547,207,207,186,0,0,0,0,7120,267.7103,false
0,547,207,207,188,0,0,0,0,7120,267.7103,false
0,547,207,207,189,0,0,0,0,7120,267.7103,false
0,547,207,207,191,0,0,0,0,7120,267.7103,false
0,547,207,207,192,0,0,0,0,7120,267.7103,false
0,547,207,207,193,0,0,0,0,7120,267.7103,false
0,547,207,207,194,0,0,0,0,7120,267.7103,false
0,547,207,207,194,0,0,0,0,7120,267.7103,false
0,547,207,207,195,0,0,0,0,7120,267.7103,false
0,547,207,207,196,0,0,0,0,7120,267.7103,false
0,547,207,207,196,0,0,0,0,7120,267.7103,false
0,547,207,207,197,0,0,0,0,7120,267.7103,false
0,547,207,207,197,0,0,0,0,7120,267.7103,false
0,547,207,207,198,0,0,0,0,7120,267.7103,false
0,547,207,207,198,0,0,0,0,7120,267.7103,false
0,547,207,207,198,0,0,0,0,7120,267.7103,false
0,547,207,207,199,0,0,0,0,7120,267.7103,false
0,547,207,207,199,0,0,0,0,7120,267.7103,false
0,547,207,207,199,0,0,0,0,7120,267.7103,false
0,547,207,207,199,0,0,0,0,7120,267.7103,false
0,547,207,207,200,0,0,0,0,7120,267.7103,false
0,547,207,207,200,0,0,0,0,7120,267.7103,false
0,547,207,207,200,0,0,0,0,7120,267.7103,false
0,547,207,207,200,0,0,0,0,7120,267.7103,false
0,547,207,207,200,0,0,0,0,7120,267.7103,false
0,547,207,207,201,0,0,0,0,7120,267.7103,false
0,547,207,207,201,0,0,0,0,7120,267.7103,false
0,547,207,207,201,0,0,0,0,7120,267.7103,false
0,547,207,207,201,0,0,0,0,7120,267.7103,false
0,547,207,207,201,0,0,0,0,7120,267.7103,false
0,547,207,207,201,0,0,0,0,7120,267.7103,false
0,547,207,207,201,0,0,0,0,7120,267.7103,false
0,547,207,207,202,0,0,0,0,7120,267.7103,false
0,547,207,207,202,0,0,0,0,7120,267.7103,false
0,547,207,207,202,0,0,0,0,7120,267.7103,false
0,547,207,207,202,0,0,0,0,7120,267.7103,false
0,547,207,207,202,0,0,0,0,7120,267.7103,false
0,547,207,207,202,0,0,0,0,7120,267.7103,false
0,547,207,207,202,0,0,0,0,7120,267.7103,false
0,547,207,207,202,0,0,0,0,7120,267.7103,false
0,547,207,207,202,0,0,0,0,7120,267.7103,false
0,547,207,207,202,0,0,0,0,7120,267.7103,false
0,547,207,207,203,0,0,0,0,7120,267.7103,false
0,547,207,207,203,0,0,0,0,7120,267.7103,false
0,547,207,207,203,0,0,0,0,7120,267.7103,false
0,547,207,207,203,0,0,0,0,7120,267.7103,false
0,547,207,207,203,0,0,0,0,7120,267.7103,false
0,547,207,207,203,0,0,0,0,7120,267.7103,false
0,547,207,207,203,0,0,0,0,7120,267.7103,false
0,547,207,207,200,0,0,0,0,7120,267.7103,false
0,547,207,207,197,0,0,0,0,7120,267.7103,false
0,547,207,207,186,0,0,0,0,7120,267.7103,false
0,547,207,207,192,0,0,0,0,7120,267.7103,false
0,547,207,207,189,0,0,0,0,7120,267.7103,false
0,547,207,207,196,0,0,0,0,7120,267.7103,false
0,547,207,207,203,0,0,0,0,7120,267.7103,false
0,547,207,207,193,0,0,0,0,7120,267.7103,false
0,547,207,207,194,0,0,0,0,7120,267.7103,false
0,547,207,207,201,0,0,0,0,7120,267.7103,false
0,547,207,207,193,0,0,0,0,7120,267.7103,false
0,547,207,207,203,0,0,0,0,7120,267.7103,false
0,547,207,207,204,0,0,0,0,7120,267.7103,false
0,547,207,207,203,0,0,0,0,7120,267.7103,false
0,547,207,207,203,0,0,0,0,7120,267.7103,false
0,547,207,207,193,0,0,0,0,7120,267.7103,false
0,547,207,207,198,0,0,0,0,7120,267.7103,false
0,547,207,207,196,0,0,0,0,7120,267.7103,false
0,547,207,207,193,0,0,0,0,7120,267.7103,false
0,547,207,207,180,0,0,0,0,7120,267.7103,false
0,547,207,207,196,0,0,0,0,7120,267.7103,false
0,547,207,207,201,0,0,0,0,7120,267.7103,false
0,547,207,207,192,0,0,0,0,7120,267.7103,false
0,547,207,207,202,0,0,0,0,7120,267.7103,false
0,547,207,207,185,0,0,0,0,7120,267.7103,false
0,547,207,207,175,0,0,0,0,7120,267.7103,false
0,547,207,207,187,0,0,0,0,7120,267.7103,false
0,547,207,207,193,0,0,0,0,7120,267.7103,false
0,547,207,207,204,0,0,0,0,7120,267.7103,false
0,547,207,207,204,0,0,0,0,7120,267.7103,false
0,547,207,207,200,0,0,0,0,7120,267.7103,false
0,547,207,207,204,0,0,0,0,7120,267.7103,false
0,547,207,207,201,0,0,0,0,7120,267.7103,false
0,547,207,207,204,0,0,0,0,7120,267.7103,false
0,547,207,207,204,0,0,0,0,7120,267.7103,false
0,547,207,207,203,0,0,0,0,7120,267.7103,false
0,547,207,207,203,0,0,0,0,7120,267.7103,false
0,547,207,207,204,0,0,0,0,7120,267.7103,false
0,547,207,207,204,0,0,0,0,7120,267.7103,false
0,547,207,207,203,0,0,0,0,7120,267.7103,false
0,547,207,207,204,0,0,0,0,7120,267.7103,false
0,547,207,207,203,0,0,0,0,7120,267.7103,false
0,547,207,207,203,0,0,0,0,7120,267.7103,false
0,547,207,207,203,0,0,0,0,7120,267.7103,false
0,547,207,207,194,0,0,0,0,7120,267.7103,false
0,547,207,207,204,0,0,0,0,7120,267.7103,false
0,547,207,207,198,0,0,0,0,7120,267.7103,false
0,547,207,207,202,0,0,0,0,7120,267.7103,false
0,547,207,207,202,0,0,0,0,7120,267.7103,false
0,547,207,207,196,0,0,0,0,7120,267.7103,false
0,547,207,207,199,0,0,0,0,7120,267.7103,false
0,547,207,207,202,0,0,0,0,7120,267.7103,false
0,547,207,207,203,0,0,0,0,7120,267.7103,false
0,547,207,207,179,0,0,0,0,7120,267.7103,false
0,547,207,207,202,0,0,0,0,7120,267.7103,false
0,547,207,207,205,0,0,0,0,7120,267.7103,false
0,547,207,207,204,0,0,0,0,7120,267.7103,false
0,547,207,207,202,0,0,0,0,7120,267.7103,false
0,547,207,207,205,0,0,0,0,7120,267.7103,false
0,547,207,207,205,0,0,0,0,7120,267.7103,false
0,547,207,207,194,0,0,0,0,7120,267.7103,false
0,547,207,207,175,0,0,0,0,7120,267.7103,false
0,547,207,207,203,0,0,0,0,7120,267.7103,false
0,547,207,207,205,0,0,0,0,7120,267.7103,false
0,547,207,207,203,0,0,0,0,7120,267.7103,false
0,547,207,207,205,0,0,0,0,7120,267.7103,false
0,547,207,207,200,0,0,0,0,7120,267.7103,false
0,547,207,207,191,0,0,0,0,7120,267.7103,false
0,547,207,207,200,0,0,0,0,7120,267.7103,false
0,547,207,207,182,0,0,0,0,7120,267.7103,false
0,547,207,207,205,0,0,0,0,7120,267.7103,false
0,547,207,207,199,0,0,0,0,7120,267.7103,false
0,547,207,207,184,0,0,0,0,7120,267.7103,false
0,547,207,207,205,0,0,0,0,7120,267.7103,false
0,547,207,207,201,0,0,0,0,7120,267.7103,false
0,547,207,207,205,0,0,0,0,7120,267.7103,false
0,547,207,207,197,0,0,0,0,7120,267.7103,false
0,547,207,207,205,0,0,0,0,7120,267.7103,false
0,547,207,207,203,0,0,0,0,7120,267.7103,false
0,547,207,207,202,0,0,0,0,7120,267.7103,false
0,547,207,207,205,0,0,0,0,7120,267.7103,false
0,547,207,207,205,0,0,0,0,7120,267.7103,false
0,547,207,207,189,0,0,0,0,7120,267.7103,false
0,547,207,207,205,0,0,0,0,7120,267.7103,false
0,547,207,207,204,0,0,0,0,7120,267.7103,false
0,547,207,207,205,0,0,0,0,7120,267.7103,false
0,547,207,207,204,0,0,0,0,7120,267.7103,false
0,547,207,207,197,0,0,0,0,7120,267.7103,false
0,547,207,207,204,0,0,0,0,7120,267.7103,false
0,547,207,207,204,0,0,0,0,7120,267.7103,false
